time,cpu@tsung_controller@ip-172-31-29-152 
0,1.7569638321543273 
10,0.4008016032064128 
20,0.4 
30,0.30060120240480964 
40,0.30060120240480964 
50,0.1004016064257028 
60,0.1004016064257028 
70,0.1004016064257028 
80,0.1004016064257028 
90,0.1004016064257028 
100,0.1004016064257028 
110,0.1004016064257028 
120,0.1004016064257028 
130,0.1004016064257028 
140,0.1004016064257028 
150,0.1004016064257028 
160,0.1004016064257028 
170,0.1004016064257028 
180,0.1004016064257028 
190,0.1004016064257028 
200,0.1004016064257028 
210,0.1004016064257028 
220,0.1004016064257028 
230,0.1004016064257028 
240,0.1004016064257028 
250,0.1004016064257028 
260,0.1004016064257028 
270,0.1004016064257028 
280,0.1004016064257028 
290,0.1004016064257028 
300,0.1004016064257028 
310,0.1004016064257028 
320,0.1004016064257028 
330,0.1004016064257028 
340,0.1004016064257028 
348,0.1004016064257028 
