time,load@tsung_controller@ip-172-31-25-97 
0,0.16015625 
10,0.16015625 
20,0.16015625 
30,0.16015625 
40,0.16015625 
50,0.16015625 
60,0.16015625 
70,0.16015625 
80,0.16015625 
90,0.16015625 
100,0.16015625 
110,0.16015625 
120,0.16015625 
130,0.16015625 
140,0.16015625 
150,0.16015625 
160,0.16015625 
170,0.16015625 
180,0.16015625 
190,0.16015625 
200,0.16015625 
210,0.16015625 
220,0.16015625 
230,0.16015625 
240,0.16015625 
250,0.16015625 
260,0.16015625 
270,0.16015625 
280,0.16015625 
290,0.16015625 
300,0.16015625 
310,0.16015625 
320,0.16015625 
330,0.16015625 
